tid,1,2,3,4,6,8,12,16,20,24,32,48,64,H_bits,train_frequency
control|email|Bailey Gonzalez,32.77145075798035,28.700956106185913,20.852553606033325,13.919550776481628,6.542015075683594,5.334927141666412,3.9559041559696198,4.0652689933776855,2.5807900428771973,3.7839443385601044,4.08867734670639,3.272641271352768,4.805292338132858,73.2488784790039,0
control|email|Bobby Bowman,24.24716305732727,19.28239417076111,16.98795175552368,9.804547190666199,5.232236534357071,3.6717765033245087,4.8128595650196075,5.599228352308273,3.8733766078948975,5.064084202051163,3.5615314543247223,3.883312940597534,3.8121650218963623,55.77231216430664,0
control|email|Brandi Martinez,24.47540855407715,20.720414479573567,14.57412052154541,11.808379173278809,7.079035917917888,6.327170372009277,4.316525459289551,2.5494916439056396,3.9201053778330484,3.535905043284098,5.630458513895671,3.1733920574188232,4.069812377293904,61.93906784057617,0
control|email|Brittany Blair,21.413651704788208,16.56950032711029,13.813378930091858,11.489771246910095,6.55452024936676,4.153047502040863,3.2162547558546066,3.2174718976020813,2.7879904210567474,3.769583433866501,3.4377567172050476,2.7146203815937042,3.153811454772949,58.13868713378906,0
control|email|Candace Reyes,31.06008553504944,27.52389121055603,23.60840106010437,17.130764365196228,10.690298080444336,8.407102525234222,5.551558256149292,4.456983536481857,3.15862275660038,4.227853417396545,3.8714003562927246,4.752075344324112,3.217251777648926,70.34883880615234,0
control|email|Courtney Castro,26.253746032714844,23.749371846516926,15.702985127766928,9.66161823272705,5.132489363352458,4.3020710945129395,2.729660987854004,3.3385404348373413,2.8600563208262124,3.3880218664805093,3.2175025939941406,2.2575411001841226,3.6245904763539634,60.462154388427734,0
control|email|Dominic Hodge,29.099536657333374,24.842823028564453,18.795730590820312,11.645071864128113,6.430891513824463,5.251947194337845,3.2095186561346054,4.217067271471024,2.7465664744377136,3.0287332087755203,2.662693664431572,3.477566286921501,4.855262517929077,67.49141693115234,0
control|email|Donna Martin,24.575085639953613,19.12679171562195,16.026583313941956,10.48370736837387,6.4834765791893005,5.3879291117191315,3.426138684153557,2.8376936316490173,2.9680530577898026,4.9184160232543945,4.093227133154869,4.346865266561508,2.9120970368385315,67.26732635498047,0
control|email|Gabrielle Owens,26.405305862426758,22.10387388865153,16.1990483601888,14.58910584449768,8.329689701398214,6.35734498500824,4.243990381558736,4.556230405966441,4.5804621775945025,4.347358345985413,4.911264578501384,3.6188783744970956,4.443846593300502,74.01146697998047,0
control|email|Glen Foster,24.865619659423828,21.150150299072266,14.380924860636393,13.43502108256022,7.406048933664958,6.05850092569987,5.0276399453481035,3.690460125605265,2.4985139767328897,3.175861199696859,3.197755674521128,3.4518012603123984,3.4311745961507163,59.0126953125,0
control|email|Henry Mcconnell,26.325604677200317,21.578126192092896,17.92269265651703,11.501299560070038,7.981647312641144,3.5221294462680817,3.2789487540721893,4.00879767537117,2.98669096827507,4.697107762098312,4.874723374843597,3.666920453310013,6.236104041337967,65.04967498779297,0
control|email|Jacqueline Walters,24.51307773590088,19.443305333455402,17.369545300801594,13.492963711420694,4.741664528846741,4.132467706998189,3.70834747950236,1.925693303346634,2.927598704894384,3.639242251714071,2.3241516947746277,4.007255335648854,3.9475699265797934,58.88478469848633,0
control|email|Jeffrey Day,34.63722538948059,29.893404722213745,23.60071063041687,17.16133403778076,7.729574382305145,5.330982685089111,5.047964036464691,4.056926071643829,4.062684237957001,5.7762207090854645,2.3031646460294724,3.835775703191757,3.292726904153824,77.1939697265625,0
control|email|Jorge Garcia,20.82366442680359,17.400827407836914,13.249204516410828,9.408921360969543,5.180963605642319,4.972953289747238,3.3210032880306244,6.586477518081665,3.7815390676259995,5.258656471967697,5.540831297636032,3.293518513441086,3.1893986463546753,55.291751861572266,0
control|email|Kevin Chan,31.17279052734375,27.010781288146973,21.38267230987549,17.2289719581604,8.030176162719727,6.769758701324463,6.034699082374573,5.573175430297852,4.781127095222473,5.049821138381958,4.637268781661987,4.471201658248901,4.33618038892746,75.4019775390625,0
control|email|Kimberly Davis,22.44383668899536,19.46020209789276,15.377997279167175,11.381886720657349,5.166462868452072,4.472068548202515,4.086666315793991,2.46563883125782,3.165367975831032,2.672505095601082,3.8503770232200623,4.085372775793076,5.046127259731293,64.19644165039062,0
control|email|Mariah Patterson,28.621883392333984,23.183753967285156,19.12988217671712,11.353527386983236,5.443810939788818,3.2201944986979165,2.8643459479014077,3.3669047355651855,2.494393746058146,4.713424603144328,3.9985263347625732,2.25919779141744,3.158865213394165,65.006591796875,0
control|email|Melissa Price,31.92890167236328,26.923280556996662,23.63150993982951,17.911370992660522,10.333994626998901,6.0964130361874895,3.6650421222050986,3.0589830378691354,4.293836057186127,3.8917967677116394,3.962860107421875,4.037566085656484,2.942130366961161,76.30587005615234,0
control|email|Ray Perez,32.531800270080566,27.541929880777996,23.234412670135498,16.280574798583984,10.282519857088724,7.734585702419281,5.145357251167297,4.009166061878204,5.336799124876658,4.226775964101155,3.261661579211553,5.280059079329173,6.263495683670044,80.7545166015625,0
control|email|Renee Williams,32.47604298591614,28.85801339149475,22.021076917648315,19.190990209579468,9.032689154148102,5.791332542896271,3.9286798238754272,6.041156530380249,4.508470594882965,3.7961262613534927,4.123722553253174,8.8135866522789,2.324528083205223,73.8359146118164,0
control|email|Robert Williams,22.885545015335083,18.161701798439026,14.776771187782288,10.720201134681702,5.252101689577103,3.1842712461948395,3.9724649637937546,2.4545659124851227,3.136313572525978,3.8911163806915283,3.0219812840223312,2.7765341252088547,6.029531478881836,56.268043518066406,0
control|email|Sharon Blankenship,33.0541455745697,27.928975582122803,22.965976238250732,16.129428148269653,9.199779510498047,4.502859815955162,4.927626729011536,3.8397908806800842,4.357259541749954,3.0573504120111465,4.370138168334961,4.067553162574768,3.929500490427017,69.5932846069336,0
control|email|Sheena Williams,25.176608562469482,23.22249412536621,19.1853107213974,13.663398742675781,7.700062036514282,6.222665011882782,2.553751677274704,3.1567583084106445,2.732480764389038,2.874898910522461,4.232180178165436,3.4688578695058823,4.566039204597473,67.43203735351562,0
control|email|Stephen Kemp,28.866037527720135,24.147992928822834,17.24644939104716,10.988908410072327,7.325638433297475,5.233061909675598,2.9266516864299774,4.321611026922862,4.257405201594035,3.5731219748655954,3.2415479918320975,5.9584954380989075,3.3358056346575418,64.47142791748047,0
control|email|Timothy Bruce,28.340590000152588,23.9346448580424,20.394022067387898,14.435538450876871,8.469484647115072,6.0500868161519366,5.478249788284302,6.149270137151082,4.989651242891948,4.941882689793904,3.3929619193077087,5.713122387727101,4.173296441634496,66.87584686279297,0
control|ssn|Bailey Gonzalez,36.99579477310181,33.676743507385254,25.964837551116943,24.377765893936157,20.08868908882141,14.391671061515808,9.64611303806305,7.56956022977829,5.0961467027664185,5.586762607097626,4.463155210018158,4.698050290346146,3.9775089025497437,71.05735778808594,0
control|ssn|Bobby Bowman,37.26445913314819,30.479405721028645,26.11369450887044,23.992775281270344,20.497342348098755,18.896863063176472,14.870110750198364,9.951637387275696,4.2373961210250854,8.11426063378652,8.852496345837912,9.380383094151815,4.779822727044423,71.60482788085938,0
control|ssn|Brandi Martinez,37.37800884246826,33.280911684036255,29.06035566329956,25.672492504119873,18.032703638076782,13.033859252929688,8.178795218467712,8.62036818265915,5.054497227072716,3.714498817920685,4.562751621007919,4.481710106134415,4.058980822563171,73.35398864746094,0
control|ssn|Brittany Blair,38.59456777572632,34.62868054707845,28.958999315897625,25.373542308807373,22.385491530100506,19.331520398457844,13.580430944760641,7.403775056203206,4.220368713140488,5.662076373895009,4.561160504817963,4.332164923350017,4.136807223161061,75.62322235107422,0
control|ssn|Candace Reyes,36.96571111679077,31.686550855636597,26.237923622131348,22.798726558685303,18.575514793395996,13.791149139404297,13.362658381462097,7.587335228919983,4.478833884000778,5.923079609870911,2.8634739071130753,6.388517439365387,2.4590737223625183,73.05154418945312,0
control|ssn|Courtney Castro,33.383354902267456,28.350066661834717,22.73233652114868,20.906834363937378,14.553542017936707,13.263858318328857,4.845296993851662,4.965121418237686,4.158665031194687,5.59588497877121,2.491474449634552,5.494975715875626,3.340921640396118,69.49493408203125,0
control|ssn|Dominic Hodge,37.26336050033569,31.040056228637695,29.467482805252075,23.87149715423584,21.13853931427002,17.60117769241333,8.045314282178879,13.307456016540527,6.260045528411865,3.2430167198181152,4.1299572587013245,2.3619509786367416,3.523972660303116,72.0813980102539,0
control|ssn|Donna Martin,37.48547315597534,32.224392890930176,26.059335072835285,24.453070163726807,21.121285756429035,16.699262857437134,6.102761526902516,11.225569049517313,5.390564103921254,7.257218956947327,8.998961498339971,2.2534352789322534,4.746254086494446,76.04010009765625,0
control|ssn|Gabrielle Owens,34.67979590098063,28.84645938873291,23.06195894877116,20.669278701146443,19.31181788444519,16.337899764378864,11.172881921132406,8.699331680933634,6.64609173933665,3.414819339911143,4.285099804401398,3.271929994225502,5.0938547650973005,72.90070343017578,0
control|ssn|Glen Foster,35.32596158981323,28.36660408973694,24.474007844924927,22.211557388305664,18.689874172210693,11.631682634353638,10.13361918926239,11.57425081729889,7.0089870393276215,4.24981614947319,3.548557788133621,4.2180198803544044,2.4284122735261917,72.09271240234375,0
